"job_title","job_link","job_type","job_category","posted","deadline","location","actual_job_title","company","job_status"
"Real Estate Auction Announcement tender at Ministry of Justice","https://www.greatrwandajobs.com/jobs/job-detail/job-Real-Estate-Auction-Announcement-tender-at-Ministry-of-Justice-37449","Full-Time","Tenders in Rwanda","Posted: 79 Days Ago",2024-09-04,"Kigali","Real Estate Auction Announcement tender at Ministry of Justice","Ministry of Justice","Inactive"
"Provision of Whistleblower process tender at Bank of Kigali","https://www.greatrwandajobs.com/jobs/job-detail/job-Provision-of-Whistleblower-process-tender-at-Bank-of-Kigali-37448","Full-Time","Tenders in Rwanda","Posted: 79 Days Ago",2024-09-04,"Kigali","Provision of Whistleblower process tender at Bank of Kigali","Bank of Kigali","Inactive"
"Youth Researcher job at Rwanda Men's Resource Centre (RWAMREC)","https://www.greatrwandajobs.com/jobs/job-detail/job-Youth-Researcher-job-at-Rwanda-Men39;s-Resource-Centre-RWAMREC-37445","Full-Time","Data, Monitoring, and Research","Posted: 79 Days Ago",2024-09-04,"Kigali","Youth Researcher job at Rwanda Men's Resource Centre (RWAMREC)","Rwanda Men's Resource Centre (RWAMREC)","Inactive"
"National Research Consultant job at Rwanda Men's Resource Centre (RWAMREC)","https://www.greatrwandajobs.com/jobs/job-detail/job-National-Research-Consultant-job-at-Rwanda-Men39;s-Resource-Centre-RWAMREC-37446","Full-Time","Data, Monitoring, and Research","Posted: 79 Days Ago",2024-09-04,"Kigali","National Research Consultant job at Rwanda Men's Resource Centre (RWAMREC)","Rwanda Men's Resource Centre (RWAMREC)","Inactive"
"Procuremnt Officer job at Mantis Epic Hotel and Suites","https://www.greatrwandajobs.com/jobs/job-detail/job-Procuremnt-Officer-job-at-Mantis-Epic-Hotel-and-Suites-37447","Full-Time","Logistics/ Transportation/ Procurements","Posted: 79 Days Ago",2024-09-04,"Kigali","Procuremnt Officer job at Mantis Epic Hotel and Suites","Mantis Epic Hotel and Suites","Inactive"
"Provision of Medical Insurance to All Staff and Their Dependents tender at COPEDU PLC","https://www.greatrwandajobs.com/jobs/job-detail/job-Provision-of-Medical-Insurance-to-All-Staff-and-Their-Dependents-tender-at-COPEDU-PLC-37441","Full-Time","Tenders in Rwanda","Posted: 79 Days Ago",2024-09-21,"Kigali","Provision of Medical Insurance to All Staff and Their Dependents tender at COPEDU PLC","COPEDU PLC","Inactive"
"Terms of Reference for Independent Financial Audit of HI- Uganda Rwanda Kenya tender at Federation Handicap International (HI)","https://www.greatrwandajobs.com/jobs/job-detail/job-Terms-of-Reference-for-Independent-Financial-Audit-of-HI-Uganda-Rwanda-Kenya-tender-at-Federation-Handicap-International-HI-37444","Full-Time","Tenders in Rwanda","Posted: 79 Days Ago",2024-09-21,"Kigali","Terms of Reference for Independent Financial Audit of HI- Uganda Rwanda Kenya tender at Federation Handicap International (HI)","Federation Handicap International (HI)","Inactive"
"Request for Quotation for the Supply of Motorcycles tender at Health Poverty Action","https://www.greatrwandajobs.com/jobs/job-detail/job-Request-for-Quotation-for-the-Supply-of-Motorcycles-tender-at-Health-Poverty-Action-37442","Full-Time","Tenders in Rwanda","Posted: 79 Days Ago",2024-09-21,"Kigali","Request for Quotation for the Supply of Motorcycles tender at Health Poverty Action","Health Poverty Action","Inactive"
"​​​​​​​Request for Quotation for the Supply of IT Equipment tender at Health Poverty Action","https://www.greatrwandajobs.com/jobs/job-detail/job-​​​​​​​Request-for-Quotation-for-the-Supply-of-IT-Equipment-tender-at-Health-Poverty-Action-37443","Full-Time","Tenders in Rwanda","Posted: 79 Days Ago",2024-09-21,"Kigali","​​​​​​​Request for Quotation for the Supply of IT Equipment tender at Health Poverty Action","Health Poverty Action","Inactive"
"Country Manager job at Laterite Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Country-Manager-job-at-Laterite-Ltd-37440","Full-Time","Management","Posted: 80 Days Ago",2024-09-21,"Kigali","Country Manager job at Laterite Ltd","Laterite Ltd","Inactive"
"ITANGAZO RYO KUGURISHA IMWE MU MITUNGO YA KOPERATIVE/KSWC TENDER AT KICUKIRO STEEL & WOOD WORK COOPERATIVE (KSWC)","https://www.greatrwandajobs.com/jobs/job-detail/job-ITANGAZO-RYO-KUGURISHA-IMWE-MU-MITUNGO-YA-KOPERATIVEKSWC-TENDER-AT-KICUKIRO-STEEL-WOOD-WORK-COOPERATIVE-KSWC-37439","Full-Time","Tenders in Rwanda","Posted: 80 Days Ago",2024-09-06,"Kigali","ITANGAZO RYO KUGURISHA IMWE MU MITUNGO YA KOPERATIVE/KSWC TENDER AT KICUKIRO STEEL & WOOD WORK COOPERATIVE (KSWC)",NA,"Inactive"
"Midwife job at Save the Children","https://www.greatrwandajobs.com/jobs/job-detail/job-Midwife-job-at-Save-the-Children-37438","Full-Time","Health/ Medicine","Posted: 80 Days Ago",2024-09-09,"Kigali","Midwife job at Save the Children","Save the Children","Inactive"
"Supply Of 90 Sumsung Galaxy A9plus Tablets tender at Umwalimu SACCO","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-Of-90-Sumsung-Galaxy-A9plus-Tablets-tender-at-Umwalimu-SACCO-37437","Full-Time","Tenders in Rwanda","Posted: 80 Days Ago",2024-09-10,"Kigali","Supply Of 90 Sumsung Galaxy A9plus Tablets tender at Umwalimu SACCO","Umwalimu SACCO","Inactive"
"Supply and installation of Air conditioner system tender at Umwalimu SACCO","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-and-installation-of-Air-conditioner-system-tender-at-Umwalimu-SACCO-37436","Full-Time","Tenders in Rwanda","Posted: 80 Days Ago",2024-09-10,"Kigali","Supply and installation of Air conditioner system tender at Umwalimu SACCO","Umwalimu SACCO","Inactive"
"Research Assistant job at University of Global Health Equity","https://www.greatrwandajobs.com/jobs/job-detail/job-Research-Assistant-job-at-University-of-Global-Health-Equity-37435","Full-Time","Data, Monitoring, and Research","Posted: 80 Days Ago",2024-09-21,"Kigali","Research Assistant job at University of Global Health Equity","University of Global Health Equity","Inactive"
"Legal and Investigations Senior Specialist job at One Acre Fund","https://www.greatrwandajobs.com/jobs/job-detail/job-Legal-and-Investigations-Senior-Specialist-job-at-One-Acre-Fund-37434","Full-Time","Administrative","Posted: 80 Days Ago",2024-11-12,"Karongi","Legal and Investigations Senior Specialist job at One Acre Fund","One Acre Fund","Active"
"Rwanda Repayments Coordinator job at One Acre Fund","https://www.greatrwandajobs.com/jobs/job-detail/job-Rwanda-Repayments-Coordinator-job-at-One-Acre-Fund-37433","Full-Time","Administrative","Posted: 80 Days Ago",2024-09-05,"Karongi","Rwanda Repayments Coordinator job at One Acre Fund","One Acre Fund","Inactive"
"Senior DevOps Engineer job at One Acre Fund","https://www.greatrwandajobs.com/jobs/job-detail/job-Senior-DevOps-Engineer-job-at-One-Acre-Fund-37403","Full-Time","Computer/ IT","Posted: 80 Days Ago",2024-09-04,"Kigali","Senior DevOps Engineer job at One Acre Fund","One Acre Fund","Inactive"
"Senior Civil Engineer job at Local Administrative Intities Development Agency (LODA)","https://www.greatrwandajobs.com/jobs/job-detail/job-Senior-Civil-Engineer-job-at-Local-Administrative-Intities-Development-Agency-LODA-37430","Full-Time","Engineering","Posted: 80 Days Ago",2024-09-04,"Kigali","Senior Civil Engineer job at Local Administrative Intities Development Agency (LODA)","Local Administrative Intities Development Agency (LODA)","Inactive"
"Pro- Poor Basket Fund Project Manager job at Local Administrative Intities Development Agency (LODA)","https://www.greatrwandajobs.com/jobs/job-detail/job-Pro-Poor-Basket-Fund-Project-Manager-job-at-Local-Administrative-Intities-Development-Agency-LODA-37431","Full-Time","Management","Posted: 80 Days Ago",2024-09-04,"Kigali","Pro- Poor Basket Fund Project Manager job at Local Administrative Intities Development Agency (LODA)","Local Administrative Intities Development Agency (LODA)","Inactive"
"Agriculture Specialist job at Local Administrative Intities Development Agency (LODA)","https://www.greatrwandajobs.com/jobs/job-detail/job-Agriculture-Specialist-job-at-Local-Administrative-Intities-Development-Agency-LODA-37432","Full-Time","Environment, Forestry and Agriculture","Posted: 80 Days Ago",2024-09-04,"Kigali","Agriculture Specialist job at Local Administrative Intities Development Agency (LODA)","Local Administrative Intities Development Agency (LODA)","Inactive"
"Director of Library job at Institute Of Legal Practice And Development ( ILPD)","https://www.greatrwandajobs.com/jobs/job-detail/job-Director-of-Library-job-at-Institute-Of-Legal-Practice-And-Development-ILPD-37409","Full-Time","Education/ Academic/ Teaching","Posted: 80 Days Ago",2024-09-04,"Kigali","Director of Library job at Institute Of Legal Practice And Development ( ILPD)","Institute Of Legal Practice And Development ( ILPD)","Inactive"
"Accountant job at Kamonyi District","https://www.greatrwandajobs.com/jobs/job-detail/job-Accountant-job-at-Kamonyi-District-37411","Full-Time","Accounting/ Finance","Posted: 80 Days Ago",2024-09-04,"Kigali","Accountant job at Kamonyi District","Kamonyi District","Inactive"
"Accountant A0 /gf (under Contract) job at Kamonyi District","https://www.greatrwandajobs.com/jobs/job-detail/job-Accountant-A0-gf-under-Contract-job-at-Kamonyi-District-37412","Full-Time","Accounting/ Finance","Posted: 80 Days Ago",2024-09-04,"Kamonyi ","Accountant A0 /gf (under Contract) job at Kamonyi District","Kamonyi District","Inactive"
"Accountant A0 /gf (under Contract) job at Kamonyi District","https://www.greatrwandajobs.com/jobs/job-detail/job-Accountant-A0-gf-under-Contract-job-at-Kamonyi-District-37413","Full-Time","Accounting/ Finance","Posted: 80 Days Ago",2024-09-04,"Kamonyi ","Accountant A0 /gf (under Contract) job at Kamonyi District","Kamonyi District","Inactive"
"Social Worker A2 CDC ( UNDER CONTRACT) job at Kamonyi District","https://www.greatrwandajobs.com/jobs/job-detail/job-Social-Worker-A2-CDC-UNDER-CONTRACT-job-at-Kamonyi-District-37414","Full-Time","Management","Posted: 80 Days Ago",2024-09-04,"Kamonyi ","Social Worker A2 CDC ( UNDER CONTRACT) job at Kamonyi District","Kamonyi District","Inactive"
"Social Workers job at Kamonyi District","https://www.greatrwandajobs.com/jobs/job-detail/job-Social-Workers-job-at-Kamonyi-District-37415","Full-Time","Management","Posted: 80 Days Ago",2024-09-04,"Kamonyi ","Social Workers job at Kamonyi District","Kamonyi District","Inactive"
"Data Manager A1/A0 job at Kamonyi District","https://www.greatrwandajobs.com/jobs/job-detail/job-Data-Manager-A1A0-job-at-Kamonyi-District-37416","Full-Time","Management","Posted: 80 Days Ago",2024-09-04,"Kamonyi ","Data Manager A1/A0 job at Kamonyi District","Kamonyi District","Inactive"
"Data Manager A1/A0 (UNDER CONTRACT) job at Kamonyi District","https://www.greatrwandajobs.com/jobs/job-detail/job-Data-Manager-A1A0-UNDER-CONTRACT-job-at-Kamonyi-District-37417","Full-Time","Management","Posted: 80 Days Ago",2024-09-04,"Kamonyi ","Data Manager A1/A0 (UNDER CONTRACT) job at Kamonyi District","Kamonyi District","Inactive"
"Accountant A1 job at Kamonyi District","https://www.greatrwandajobs.com/jobs/job-detail/job-Accountant-A1-job-at-Kamonyi-District-37418","Full-Time","Accounting/ Finance","Posted: 80 Days Ago",2024-09-04,"Kamonyi ","Accountant A1 job at Kamonyi District","Kamonyi District","Inactive"
"Admin Assistant Rwanda job at Practical Action","https://www.greatrwandajobs.com/jobs/job-detail/job-Admin-Assistant-Rwanda-job-at-Practical-Action-37406","Full-Time","Administrative","Posted: 80 Days Ago",2024-09-04,"Kigali","Admin Assistant Rwanda job at Practical Action","Practical Action","Inactive"
"Pue Business Advisor Rwanda job at Practical Action","https://www.greatrwandajobs.com/jobs/job-detail/job-Pue-Business-Advisor-Rwanda-job-at-Practical-Action-37407","Full-Time","Administrative","Posted: 80 Days Ago",2024-09-04,"Kigali","Pue Business Advisor Rwanda job at Practical Action","Practical Action","Inactive"
"Office Assistant job at BRAC","https://www.greatrwandajobs.com/jobs/job-detail/job-Office-Assistant-job-at-BRAC-37408","Full-Time","Administrative","Posted: 80 Days Ago",2024-09-04,"Kigali","Office Assistant job at BRAC","BRAC","Inactive"
"Programme Associate job at World Food Programme (WFP)","https://www.greatrwandajobs.com/jobs/job-detail/job-Programme-Associate-job-at-World-Food-Programme-WFP-37405","Full-Time","Management","Posted: 80 Days Ago",2024-09-04,"Kigali","Programme Associate job at World Food Programme (WFP)","World Food Programme (WFP)","Inactive"
"Gaming Machines Technician job at Career Options Africa Group ( Rwanda)","https://www.greatrwandajobs.com/jobs/job-detail/job-Gaming-Machines-Technician-job-at-Career-Options-Africa-Group-Rwanda-37404","Full-Time","Technician","Posted: 80 Days Ago",2024-09-04,"Kigali","Gaming Machines Technician job at Career Options Africa Group ( Rwanda)","Career Options Africa Group ( Rwanda)","Inactive"
"Tax Reconciliation Officer job at Ministry Of Agriculture And Animal Resources (MINAGRI)","https://www.greatrwandajobs.com/jobs/job-detail/job-Tax-Reconciliation-Officer-job-at-Ministry-Of-Agriculture-And-Animal-Resources-MINAGRI-37426","Full-Time","Management","Posted: 80 Days Ago",2024-09-04,"Kigali","Tax Reconciliation Officer job at Ministry Of Agriculture And Animal Resources (MINAGRI)","Ministry Of Agriculture And Animal Resources (MINAGRI)","Inactive"
"Human Resource Management Specialist job at Ministry Of Agriculture And Animal Resources (MINAGRI)","https://www.greatrwandajobs.com/jobs/job-detail/job-Human-Resource-Management-Specialist-job-at-Ministry-Of-Agriculture-And-Animal-Resources-MINAGRI-37427","Full-Time","Human Resource","Posted: 80 Days Ago",2024-09-04,"Kigali","Human Resource Management Specialist job at Ministry Of Agriculture And Animal Resources (MINAGRI)","Ministry Of Agriculture And Animal Resources (MINAGRI)","Inactive"
"Director of Public Health job at Rwamagana District","https://www.greatrwandajobs.com/jobs/job-detail/job-Director-of-Public-Health-job-at-Rwamagana-District-37410","Full-Time","Health/ Medicine","Posted: 80 Days Ago",2024-09-04,"Kigali","Director of Public Health job at Rwamagana District","Rwamagana District","Inactive"
"Radiographer job at Central University Hospital Of Kigali ( CHUK)","https://www.greatrwandajobs.com/jobs/job-detail/job-Radiographer-job-at-Central-University-Hospital-Of-Kigali-CHUK-37422","Full-Time","Management","Posted: 80 Days Ago",2024-09-04,"Kigali","Radiographer job at Central University Hospital Of Kigali ( CHUK)","Central University Hospital Of Kigali ( CHUK)","Inactive"
"Logistics Officer job at Central University Hospital Of Kigali ( CHUK)","https://www.greatrwandajobs.com/jobs/job-detail/job-Logistics-Officer-job-at-Central-University-Hospital-Of-Kigali-CHUK-37423","Full-Time","Logistics/ Transportation/ Procurements","Posted: 80 Days Ago",2024-09-04,"Kigali","Logistics Officer job at Central University Hospital Of Kigali ( CHUK)","Central University Hospital Of Kigali ( CHUK)","Inactive"
"Driver job at Central University Hospital Of Kigali ( CHUK)","https://www.greatrwandajobs.com/jobs/job-detail/job-Driver-job-at-Central-University-Hospital-Of-Kigali-CHUK-37424","Full-Time","Logistics/ Transportation/ Procurements","Posted: 80 Days Ago",2024-09-04,"Kigali","Driver job at Central University Hospital Of Kigali ( CHUK)","Central University Hospital Of Kigali ( CHUK)","Inactive"
"Revenue Officer job at Central University Hospital Of Kigali ( CHUK)","https://www.greatrwandajobs.com/jobs/job-detail/job-Revenue-Officer-job-at-Central-University-Hospital-Of-Kigali-CHUK-37425","Full-Time","Management","Posted: 80 Days Ago",2024-09-04,"Kigali","Revenue Officer job at Central University Hospital Of Kigali ( CHUK)","Central University Hospital Of Kigali ( CHUK)","Inactive"
"ToT Coordination Officer job at Rwanda Tvet Board (RTB)","https://www.greatrwandajobs.com/jobs/job-detail/job-ToT-Coordination-Officer-job-at-Rwanda-Tvet-Board-RTB-37419","Full-Time","Management","Posted: 80 Days Ago",2024-09-04,"Kamonyi ","ToT Coordination Officer job at Rwanda Tvet Board (RTB)","Rwanda Tvet Board (RTB)","Inactive"
"Communication Officer job at Senate","https://www.greatrwandajobs.com/jobs/job-detail/job-Communication-Officer-job-at-Senate-37428","Full-Time","Communications/ Public Relations","Posted: 80 Days Ago",2024-09-04,"Kigali","Communication Officer job at Senate","Senate","Inactive"
"Legal affairs Specialist job at Senate","https://www.greatrwandajobs.com/jobs/job-detail/job-Legal-affairs-Specialist-job-at-Senate-37429","Full-Time","Legal","Posted: 80 Days Ago",2024-09-04,"Kigali","Legal affairs Specialist job at Senate","Senate","Inactive"
"Monitoring & Evaluation Officer job at Central University Hospital Of Kigali ( CHUK)","https://www.greatrwandajobs.com/jobs/job-detail/job-Monitoring-Evaluation-Officer-job-at-Central-University-Hospital-Of-Kigali-CHUK-37420","Full-Time","Management","Posted: 80 Days Ago",2024-09-04,"Kigali","Monitoring & Evaluation Officer job at Central University Hospital Of Kigali ( CHUK)","Central University Hospital Of Kigali ( CHUK)","Inactive"
"Planning Officer job at Central University Hospital Of Kigali ( CHUK)","https://www.greatrwandajobs.com/jobs/job-detail/job-Planning-Officer-job-at-Central-University-Hospital-Of-Kigali-CHUK-37421","Full-Time","Management","Posted: 80 Days Ago",2024-09-04,"Kigali","Planning Officer job at Central University Hospital Of Kigali ( CHUK)","Central University Hospital Of Kigali ( CHUK)","Inactive"
"Supplying Office Supplies on Contract Basis tender at FXB Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Supplying-Office-Supplies-on-Contract-Basis-tender-at-FXB-Rwanda-37398","Full-Time","Tenders in Rwanda","Posted: 80 Days Ago",2024-09-04,"Kigali","Supplying Office Supplies on Contract Basis tender at FXB Rwanda","FXB Rwanda","Inactive"
"Supplying Items of Fruits Nursery tender at FXB Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Supplying-Items-of-Fruits-Nursery-tender-at-FXB-Rwanda-37399","Full-Time","Tenders in Rwanda","Posted: 80 Days Ago",2024-09-04,"Kigali","Supplying Items of Fruits Nursery tender at FXB Rwanda","FXB Rwanda","Inactive"
"Supplying Office Consumables on Contract Basis tender at FXB Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Supplying-Office-Consumables-on-Contract-Basis-tender-at-FXB-Rwanda-37400","Full-Time","Tenders in Rwanda","Posted: 80 Days Ago",2024-09-04,"Kigali","Supplying Office Consumables on Contract Basis tender at FXB Rwanda","FXB Rwanda","Inactive"
"Supply of Vegetable Seeds tender at FXB Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-of-Vegetable-Seeds-tender-at-FXB-Rwanda-37401","Full-Time","Tenders in Rwanda","Posted: 80 Days Ago",2024-09-04,"Kigali","Supply of Vegetable Seeds tender at FXB Rwanda","FXB Rwanda","Inactive"
"Supply of TVET Kits tender at FXB Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-of-TVET-Kits-tender-at-FXB-Rwanda-37402","Full-Time","Tenders in Rwanda","Posted: 80 Days Ago",2024-09-04,"Kigali","Supply of TVET Kits tender at FXB Rwanda","FXB Rwanda","Inactive"
"RFQ for Tablets and Power Bank tender at Spark MicroGrants","https://www.greatrwandajobs.com/jobs/job-detail/job-RFQ-for-Tablets-and-Power-Bank-tender-at-Spark-MicroGrants-37395","Full-Time","Tenders in Rwanda","Posted: 80 Days Ago",2024-09-04,"Kigali","RFQ for Tablets and Power Bank tender at Spark MicroGrants","Spark MicroGrants","Inactive"
"RFQ for Spark Microgrants Vehicle Hire tender at Spark MicroGrants","https://www.greatrwandajobs.com/jobs/job-detail/job-RFQ-for-Spark-Microgrants-Vehicle-Hire-tender-at-Spark-MicroGrants-37396","Full-Time","Tenders in Rwanda","Posted: 80 Days Ago",2024-09-04,"Kigali","RFQ for Spark Microgrants Vehicle Hire tender at Spark MicroGrants","Spark MicroGrants","Inactive"
"Invitation to Bid for the Sale of Alight Disposal Vehicles tender at Alight","https://www.greatrwandajobs.com/jobs/job-detail/job-Invitation-to-Bid-for-the-Sale-of-Alight-Disposal-Vehicles-tender-at-Alight-37394","Full-Time","Tenders in Rwanda","Posted: 80 Days Ago",2024-09-04,"Kigali","Invitation to Bid for the Sale of Alight Disposal Vehicles tender at Alight","Alight","Inactive"
"Provision of Audit Services for the Year 2024, 2025 and 2026 tender at Umutanguha Finance Company Plc","https://www.greatrwandajobs.com/jobs/job-detail/job-Provision-of-Audit-Services-for-the-Year-2024,-2025-and-2026-tender-at-Umutanguha-Finance-Company-Plc-37392","Full-Time","Tenders in Rwanda","Posted: 80 Days Ago",2024-09-04,"Kigali","Provision of Audit Services for the Year 2024, 2025 and 2026 tender at Umutanguha Finance Company Plc","Umutanguha Finance Company Plc","Inactive"
"Supply of Thirty-two (32) 5000-liter Water Tanks in Ngororero District tender at Rwanda Climate Change and Development Network (RCCDN)","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-of-Thirty-two-32-5000-liter-Water-Tanks-in-Ngororero-District-tender-at-Rwanda-Climate-Change-and-Development-Network-RCCDN-37397","Full-Time","Tenders in Rwanda","Posted: 80 Days Ago",2024-09-04,"Kigali","Supply of Thirty-two (32) 5000-liter Water Tanks in Ngororero District tender at Rwanda Climate Change and Development Network (RCCDN)","Rwanda Climate Change and Development Network (RCCDN)","Inactive"
"Call for Application: Professional Training for CompTIA A+ (220 - 1101) tender at DESOITLAB","https://www.greatrwandajobs.com/jobs/job-detail/job-Call-for-Application:-Professional-Training-for-CompTIA-A+-220-1101-tender-at-DESOITLAB-37393","Full-Time","Tenders in Rwanda","Posted: 80 Days Ago",2024-09-04,"Kigali","Call for Application: Professional Training for CompTIA A+ (220 - 1101) tender at DESOITLAB","DESOITLAB","Inactive"
"Office supplies, cleaning and others needed by the school for the 2024-2025 school year tender at Ministry of education ","https://www.greatrwandajobs.com/jobs/job-detail/job-Office-supplies,-cleaning-and-others-needed-by-the-school-for-the-2024-2025-school-year-tender-at-Ministry-of-education-37391","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Office supplies, cleaning and others needed by the school for the 2024-2025 school year tender at Ministry of education ","Ministry of education ","Inactive"
"Practical consumables in the departments of land surveying building construction, public works and electrical technology tender at Ministry of education ","https://www.greatrwandajobs.com/jobs/job-detail/job-Practical-consumables-in-the-departments-of-land-surveying-building-construction,-public-works-and-electrical-technology-tender-at-Ministry-of-education-37389","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","Practical consumables in the departments of land surveying building construction, public works and electrical technology tender at Ministry of education ","Ministry of education ","Inactive"
"proposals for the services of providing valuation of immovable & movable assets and Bills of quantities for the periods 2024 - 2025 tender at Ncba Bank Rwanda Plc ","https://www.greatrwandajobs.com/jobs/job-detail/job-proposals-for-the-services-of-providing-valuation-of-immovable-movable-assets-and-Bills-of-quantities-for-the-periods-2024-2025-tender-at-Ncba-Bank-Rwanda-Plc-37390","Full-Time","Tenders in Rwanda","Posted: 81 Days Ago",2024-09-03,"Kigali","proposals for the services of providing valuation of immovable & movable assets and Bills of quantities for the periods 2024 - 2025 tender at Ncba Bank Rwanda Plc ","Ncba Bank Rwanda Plc ","Inactive"
"Finance and Administration Assistant job at Career Options Africa Group ( Rwanda)","https://www.greatrwandajobs.com/jobs/job-detail/job-Finance-and-Administration-Assistant-job-at-Career-Options-Africa-Group-Rwanda-37377","Full-Time","Accounting/ Finance","Posted: 81 Days Ago",2024-09-03,"Kigali","Finance and Administration Assistant job at Career Options Africa Group ( Rwanda)","Career Options Africa Group ( Rwanda)","Inactive"
"Technician Intern job at Career Options Africa Group ( Rwanda)","https://www.greatrwandajobs.com/jobs/job-detail/job-Technician-Intern-job-at-Career-Options-Africa-Group-Rwanda-37379","Full-Time","Internships/ Trainee","Posted: 81 Days Ago",2024-09-03,"Kigali","Technician Intern job at Career Options Africa Group ( Rwanda)","Career Options Africa Group ( Rwanda)","Inactive"
"Audit Manager job at MJV Consultants Limited","https://www.greatrwandajobs.com/jobs/job-detail/job-Audit-Manager-job-at-MJV-Consultants-Limited-37383","Full-Time","Accounting/ Finance","Posted: 81 Days Ago",2024-09-03,"Kigali","Audit Manager job at MJV Consultants Limited","MJV Consultants Limited","Inactive"
"Data Analyst Senior Associate  job at CHANCEN International Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Data-Analyst-Senior-Associate-job-at-CHANCEN-International-Rwanda-37388","Full-Time","Computer/ IT","Posted: 81 Days Ago",2024-09-03,"Kigali","Data Analyst Senior Associate  job at CHANCEN International Rwanda","CHANCEN International Rwanda","Inactive"
"Accounting Intern job at Visions Africa Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Accounting-Intern-job-at-Visions-Africa-Ltd-37381","Full-Time","Accounting/ Finance","Posted: 81 Days Ago",2024-09-03,"Kigali","Accounting Intern job at Visions Africa Ltd","Visions Africa Ltd","Inactive"
"Human Resource and Administration Manager job at Dicel Security Company Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Human-Resource-and-Administration-Manager-job-at-Dicel-Security-Company-Ltd-37384","Full-Time","Human Resource","Posted: 81 Days Ago",2024-09-03,"Kigali","Human Resource and Administration Manager job at Dicel Security Company Ltd","Dicel Security Company Ltd","Inactive"
"School Nurse job at The Jonathan Foundation","https://www.greatrwandajobs.com/jobs/job-detail/job-School-Nurse-job-at-The-Jonathan-Foundation-37380","Full-Time","Health/ Medicine","Posted: 81 Days Ago",2024-09-03,"Kigali","School Nurse job at The Jonathan Foundation","The Jonathan Foundation","Inactive"
"Assistant Project Coordinator job at Peace and Development Network","https://www.greatrwandajobs.com/jobs/job-detail/job-Assistant-Project-Coordinator-job-at-Peace-and-Development-Network-37382","Full-Time","Management","Posted: 81 Days Ago",2024-09-03,"Kigali","Assistant Project Coordinator job at Peace and Development Network","Peace and Development Network","Inactive"
"Market Systems Director job at Market Share Associates","https://www.greatrwandajobs.com/jobs/job-detail/job-Market-Systems-Director-job-at-Market-Share-Associates-37373","Full-Time","Marketing","Posted: 81 Days Ago",2024-09-03,"Kigali","Market Systems Director job at Market Share Associates","Market Share Associates","Inactive"
"HR Coordinator job at LFL Rwanda LTD","https://www.greatrwandajobs.com/jobs/job-detail/job-HR-Coordinator-job-at-LFL-Rwanda-LTD-37374","Full-Time","Human Resource","Posted: 81 Days Ago",2024-09-03,"Kigali","HR Coordinator job at LFL Rwanda LTD","LFL Rwanda LTD","Inactive"
"Veterinary and Commercial Officer job at LFL Rwanda LTD","https://www.greatrwandajobs.com/jobs/job-detail/job-Veterinary-and-Commercial-Officer-job-at-LFL-Rwanda-LTD-37375","Full-Time","Environment, Forestry and Agriculture","Posted: 81 Days Ago",2024-09-03,"Kigali","Veterinary and Commercial Officer job at LFL Rwanda LTD","LFL Rwanda LTD","Inactive"
"Assistant Account job at LFL Rwanda LTD","https://www.greatrwandajobs.com/jobs/job-detail/job-Assistant-Account-job-at-LFL-Rwanda-LTD-37376","Full-Time","Accounting/ Finance","Posted: 81 Days Ago",2024-09-03,"Kigali","Assistant Account job at LFL Rwanda LTD","LFL Rwanda LTD","Inactive"
"Operations Manager job at Odileira Design LTD","https://www.greatrwandajobs.com/jobs/job-detail/job-Operations-Manager-job-at-Odileira-Design-LTD-37385","Full-Time","Management","Posted: 81 Days Ago",2024-09-03,"Kigali","Operations Manager job at Odileira Design LTD","Odileira Design LTD","Inactive"
"Accountant job at RWANDA NCD Alliance","https://www.greatrwandajobs.com/jobs/job-detail/job-Accountant-job-at-RWANDA-NCD-Alliance-37386","Full-Time","Accounting/ Finance","Posted: 81 Days Ago",2024-09-03,"Kigali","Accountant job at RWANDA NCD Alliance","RWANDA NCD Alliance","Inactive"
"Project Coordinator job at RWANDA NCD Alliance","https://www.greatrwandajobs.com/jobs/job-detail/job-Project-Coordinator-job-at-RWANDA-NCD-Alliance-37387","Full-Time","Management","Posted: 81 Days Ago",2024-09-03,"Kigali","Project Coordinator job at RWANDA NCD Alliance","RWANDA NCD Alliance","Inactive"
